reading_id,meter_id,timestamp,ambient_temp_c,energy_consumed
34900,49,2026-06-15 03:00:00,25.17,72.22
34901,49,2026-06-15 04:00:00,25.67,74.33
34902,49,2026-06-15 05:00:00,26.46,75.24
34903,49,2026-06-15 06:00:00,27.5,75.77
34904,49,2026-06-15 07:00:00,28.71,79.02
34905,49,2026-06-15 08:00:00,30.0,80.95
34906,49,2026-06-15 09:00:00,31.29,100.1
34907,49,2026-06-15 10:00:00,32.5,100.39
34908,49,2026-06-15 11:00:00,33.54,103.65
34909,49,2026-06-15 12:00:00,34.33,103.46
34910,49,2026-06-15 13:00:00,34.83,103.48
34911,49,2026-06-15 14:00:00,35.0,106.42
34912,49,2026-06-15 15:00:00,34.83,105.2
34913,49,2026-06-15 16:00:00,34.33,104.58
34914,49,2026-06-15 17:00:00,33.54,105.77
34915,49,2026-06-15 18:00:00,32.5,82.8
34916,49,2026-06-15 19:00:00,31.29,80.72
34917,49,2026-06-15 20:00:00,30.0,80.53
34918,49,2026-06-15 21:00:00,28.71,78.03
34919,49,2026-06-15 22:00:00,27.5,76.49
34920,49,2026-06-15 23:00:00,26.46,73.68
34921,49,2026-06-16 00:00:00,25.67,73.01
34922,49,2026-06-16 01:00:00,25.17,72.02
34923,49,2026-06-16 02:00:00,25.0,71.61
34924,49,2026-06-16 03:00:00,25.17,72.11
34925,49,2026-06-16 04:00:00,25.67,74.02
34926,49,2026-06-16 05:00:00,26.46,74.92
34927,49,2026-06-16 06:00:00,27.5,76.6
34928,49,2026-06-16 07:00:00,28.71,79.42
34929,49,2026-06-16 08:00:00,30.0,80.93
34930,49,2026-06-16 09:00:00,31.29,101.49
34931,49,2026-06-16 10:00:00,32.5,100.43
34932,49,2026-06-16 11:00:00,33.54,102.56
34933,49,2026-06-16 12:00:00,34.33,103.14
34934,49,2026-06-16 13:00:00,34.83,104.58
34935,49,2026-06-16 14:00:00,35.0,107.36
34936,49,2026-06-16 15:00:00,34.83,104.06
34937,49,2026-06-16 16:00:00,34.33,102.28
34938,49,2026-06-16 17:00:00,33.54,102.55
34939,49,2026-06-16 18:00:00,32.5,84.39
34940,49,2026-06-16 19:00:00,31.29,81.56
34941,49,2026-06-16 20:00:00,30.0,80.95
34942,49,2026-06-16 21:00:00,28.71,78.04
34943,49,2026-06-16 22:00:00,27.5,75.05
34944,49,2026-06-16 23:00:00,26.46,75.0
34945,49,2026-06-17 00:00:00,25.67,74.46
34946,49,2026-06-17 01:00:00,25.17,71.47
34947,49,2026-06-17 02:00:00,25.0,72.4
34948,49,2026-06-17 03:00:00,25.17,73.07
34949,49,2026-06-17 04:00:00,25.67,72.65
34950,49,2026-06-17 05:00:00,26.46,75.54
34951,49,2026-06-17 06:00:00,27.5,75.03
34952,49,2026-06-17 07:00:00,28.71,76.93
34953,49,2026-06-17 08:00:00,30.0,81.28
34954,49,2026-06-17 09:00:00,31.29,97.8
34955,49,2026-06-17 10:00:00,32.5,100.98
34956,49,2026-06-17 11:00:00,33.54,101.35
34957,49,2026-06-17 12:00:00,34.33,104.59
34958,49,2026-06-17 13:00:00,34.83,105.05
34959,49,2026-06-17 14:00:00,35.0,105.2
34960,49,2026-06-17 15:00:00,34.83,104.56
34961,49,2026-06-17 16:00:00,34.33,107.02
34962,49,2026-06-17 17:00:00,33.54,102.27
34963,49,2026-06-17 18:00:00,32.5,84.17
34964,49,2026-06-17 19:00:00,31.29,82.42
34965,49,2026-06-17 20:00:00,30.0,79.56
34966,49,2026-06-17 21:00:00,28.71,76.3
34967,49,2026-06-17 22:00:00,27.5,75.31
34968,49,2026-06-17 23:00:00,26.46,74.05
34969,49,2026-06-18 00:00:00,25.67,73.64
34970,49,2026-06-18 01:00:00,25.17,72.57
34971,49,2026-06-18 02:00:00,25.0,72.81
34972,49,2026-06-18 03:00:00,25.17,73.77
34973,49,2026-06-18 04:00:00,25.67,73.96
34974,49,2026-06-18 05:00:00,26.46,75.4
34975,49,2026-06-18 06:00:00,27.5,77.49
34976,49,2026-06-18 07:00:00,28.71,78.29
34977,49,2026-06-18 08:00:00,30.0,81.17
34978,49,2026-06-18 09:00:00,31.29,101.25
34979,49,2026-06-18 10:00:00,32.5,102.41
34980,49,2026-06-18 11:00:00,33.54,103.3
34981,49,2026-06-18 12:00:00,34.33,102.83
34982,49,2026-06-18 13:00:00,34.83,105.84
34983,49,2026-06-18 14:00:00,35.0,104.38
34984,49,2026-06-18 15:00:00,34.83,103.64
34985,49,2026-06-18 16:00:00,34.33,103.28
34986,49,2026-06-18 17:00:00,33.54,99.98
34987,49,2026-06-18 18:00:00,32.5,84.76
34988,49,2026-06-18 19:00:00,31.29,82.51
34989,49,2026-06-18 20:00:00,30.0,79.53
34990,49,2026-06-18 21:00:00,28.71,77.09
34991,49,2026-06-18 22:00:00,27.5,75.28
34992,49,2026-06-18 23:00:00,26.46,73.78
34993,49,2026-06-19 00:00:00,25.67,73.6
34994,49,2026-06-19 01:00:00,25.17,72.32
34995,49,2026-06-19 02:00:00,25.0,72.38
34996,49,2026-06-19 03:00:00,25.17,71.97
34997,49,2026-06-19 04:00:00,25.67,74.41
34998,49,2026-06-19 05:00:00,26.46,74.49
34999,49,2026-06-19 06:00:00,27.5,78.57
35000,49,2026-06-19 07:00:00,28.71,76.56
35001,49,2026-06-19 08:00:00,30.0,79.0
35002,49,2026-06-19 09:00:00,31.29,100.21
35003,49,2026-06-19 10:00:00,32.5,100.79
35004,49,2026-06-19 11:00:00,33.54,103.25
35005,49,2026-06-19 12:00:00,34.33,101.49
35006,49,2026-06-19 13:00:00,34.83,101.85
35007,49,2026-06-19 14:00:00,35.0,106.71
35008,49,2026-06-19 15:00:00,34.83,105.02
35009,49,2026-06-19 16:00:00,34.33,102.65
35010,49,2026-06-19 17:00:00,33.54,102.91
35011,49,2026-06-19 18:00:00,32.5,81.9
35012,49,2026-06-19 19:00:00,31.29,82.08
35013,49,2026-06-19 20:00:00,30.0,78.61
35014,49,2026-06-19 21:00:00,28.71,77.54
35015,49,2026-06-19 22:00:00,27.5,76.52
35016,49,2026-06-19 23:00:00,26.46,74.99
35017,49,2026-06-20 00:00:00,25.67,73.06
35018,49,2026-06-20 01:00:00,25.17,71.44
35019,49,2026-06-20 02:00:00,25.0,72.21
35020,49,2026-06-20 03:00:00,25.17,71.04
35021,49,2026-06-20 04:00:00,25.67,73.9
35022,49,2026-06-20 05:00:00,26.46,75.47
35023,49,2026-06-20 06:00:00,27.5,77.02
35024,49,2026-06-20 07:00:00,28.71,78.54
35025,49,2026-06-20 08:00:00,30.0,80.27
35026,49,2026-06-20 09:00:00,31.29,99.54
35027,49,2026-06-20 10:00:00,32.5,104.33
35028,49,2026-06-20 11:00:00,33.54,105.03
35029,49,2026-06-20 12:00:00,34.33,105.34
35030,49,2026-06-20 13:00:00,34.83,105.59
35031,49,2026-06-20 14:00:00,35.0,107.53
35032,49,2026-06-20 15:00:00,34.83,105.56
35033,49,2026-06-20 16:00:00,34.33,103.53
35034,49,2026-06-20 17:00:00,33.54,104.55
35035,49,2026-06-20 18:00:00,32.5,83.08
35036,49,2026-06-20 19:00:00,31.29,82.49
35037,49,2026-06-20 20:00:00,30.0,79.21
35038,49,2026-06-20 21:00:00,28.71,79.57
35039,49,2026-06-20 22:00:00,27.5,74.18
35040,49,2026-06-20 23:00:00,26.46,75.07
35041,49,2026-06-21 00:00:00,25.67,73.44
35042,49,2026-06-21 01:00:00,25.17,72.43
35043,49,2026-06-21 02:00:00,25.0,71.27
35044,49,2026-06-21 03:00:00,25.17,72.49
35045,49,2026-06-21 04:00:00,25.67,73.57
35046,49,2026-06-21 05:00:00,26.46,74.81
35047,49,2026-06-21 06:00:00,27.5,74.72
35048,49,2026-06-21 07:00:00,28.71,78.05
35049,49,2026-06-21 08:00:00,30.0,80.52
35050,49,2026-06-21 09:00:00,31.29,99.36
35051,49,2026-06-21 10:00:00,32.5,102.27
35052,49,2026-06-21 11:00:00,33.54,102.35
35053,49,2026-06-21 12:00:00,34.33,105.73
35054,49,2026-06-21 13:00:00,34.83,104.79
35055,49,2026-06-21 14:00:00,35.0,106.31
35056,49,2026-06-21 15:00:00,34.83,103.21
35057,49,2026-06-21 16:00:00,34.33,102.83
35058,49,2026-06-21 17:00:00,33.54,104.16
35059,49,2026-06-21 18:00:00,32.5,84.33
35060,49,2026-06-21 19:00:00,31.29,81.57
35061,49,2026-06-21 20:00:00,30.0,80.33
35062,49,2026-06-21 21:00:00,28.71,77.04
35063,49,2026-06-21 22:00:00,27.5,77.03
35064,49,2026-06-21 23:00:00,26.46,73.38
35065,49,2026-06-22 00:00:00,25.67,72.48
35066,49,2026-06-22 01:00:00,25.17,71.95
35067,49,2026-06-22 02:00:00,25.0,70.98
35068,49,2026-06-22 03:00:00,25.17,72.05
35069,49,2026-06-22 04:00:00,25.67,73.12
35070,49,2026-06-22 05:00:00,26.46,74.83
35071,49,2026-06-22 06:00:00,27.5,75.95
35072,49,2026-06-22 07:00:00,28.71,77.56
35073,49,2026-06-22 08:00:00,30.0,80.86
35074,49,2026-06-22 09:00:00,31.29,104.26
35075,49,2026-06-22 10:00:00,32.5,102.35
35076,49,2026-06-22 11:00:00,33.54,104.93
35077,49,2026-06-22 12:00:00,34.33,104.74
35078,49,2026-06-22 13:00:00,34.83,109.01
35079,49,2026-06-22 14:00:00,35.0,107.29
35080,49,2026-06-22 15:00:00,34.83,103.63
35081,49,2026-06-22 16:00:00,34.33,104.98
35082,49,2026-06-22 17:00:00,33.54,105.63
35083,49,2026-06-22 18:00:00,32.5,82.68
35084,49,2026-06-22 19:00:00,31.29,83.86
35085,49,2026-06-22 20:00:00,30.0,81.0
35086,49,2026-06-22 21:00:00,28.71,75.94
35087,49,2026-06-22 22:00:00,27.5,74.95
35088,49,2026-06-22 23:00:00,26.46,74.25
35089,49,2026-06-23 00:00:00,25.67,72.33
35090,49,2026-06-23 01:00:00,25.17,71.94
35091,49,2026-06-23 02:00:00,25.0,71.16
35092,49,2026-06-23 03:00:00,25.17,71.22
35093,49,2026-06-23 04:00:00,25.67,73.61
35094,49,2026-06-23 05:00:00,26.46,73.45
35095,49,2026-06-23 06:00:00,27.5,76.6
35096,49,2026-06-23 07:00:00,28.71,78.14
35097,49,2026-06-23 08:00:00,30.0,81.35
35098,49,2026-06-23 09:00:00,31.29,100.79
35099,49,2026-06-23 10:00:00,32.5,101.23
35100,49,2026-06-23 11:00:00,33.54,101.19
35101,49,2026-06-23 12:00:00,34.33,102.77
35102,49,2026-06-23 13:00:00,34.83,104.76
35103,49,2026-06-23 14:00:00,35.0,106.14
35104,49,2026-06-23 15:00:00,34.83,104.6
35105,49,2026-06-23 16:00:00,34.33,103.4
35106,49,2026-06-23 17:00:00,33.54,102.51
35107,49,2026-06-23 18:00:00,32.5,85.0
35108,49,2026-06-23 19:00:00,31.29,81.64
35109,49,2026-06-23 20:00:00,30.0,78.85
35110,49,2026-06-23 21:00:00,28.71,77.28
35111,49,2026-06-23 22:00:00,27.5,75.09
35112,49,2026-06-23 23:00:00,26.46,75.51
35113,49,2026-06-24 00:00:00,25.67,72.8
35114,49,2026-06-24 01:00:00,25.17,73.04
35115,49,2026-06-24 02:00:00,25.0,72.3
35116,49,2026-06-24 03:00:00,25.17,72.05
35117,49,2026-06-24 04:00:00,25.67,73.22
35118,49,2026-06-24 05:00:00,26.46,75.31
35119,49,2026-06-24 06:00:00,27.5,76.84
35120,49,2026-06-24 07:00:00,28.71,77.27
35121,49,2026-06-24 08:00:00,30.0,80.73
35122,49,2026-06-24 09:00:00,31.29,102.04
35123,49,2026-06-24 10:00:00,32.5,103.62
35124,49,2026-06-24 11:00:00,33.54,103.29
35125,49,2026-06-24 12:00:00,34.33,101.04
35126,49,2026-06-24 13:00:00,34.83,104.11
35127,49,2026-06-24 14:00:00,35.0,107.1
35128,49,2026-06-24 15:00:00,34.83,106.72
35129,49,2026-06-24 16:00:00,34.33,101.64
35130,49,2026-06-24 17:00:00,33.54,101.59
35131,49,2026-06-24 18:00:00,32.5,84.07
35132,49,2026-06-24 19:00:00,31.29,81.81
35133,49,2026-06-24 20:00:00,30.0,79.57
35134,49,2026-06-24 21:00:00,28.71,77.85
35135,49,2026-06-24 22:00:00,27.5,77.34
35136,49,2026-06-24 23:00:00,26.46,74.04
35137,49,2026-06-25 00:00:00,25.67,72.92
35138,49,2026-06-25 01:00:00,25.17,72.59
35139,49,2026-06-25 02:00:00,25.0,72.09
35140,49,2026-06-25 03:00:00,25.17,73.3
35141,49,2026-06-25 04:00:00,25.67,73.79
35142,49,2026-06-25 05:00:00,26.46,74.65
35143,49,2026-06-25 06:00:00,27.5,74.72
35144,49,2026-06-25 07:00:00,28.71,77.51
35145,49,2026-06-25 08:00:00,30.0,80.66
35146,49,2026-06-25 09:00:00,31.29,100.92
35147,49,2026-06-25 10:00:00,32.5,102.67
35148,49,2026-06-25 11:00:00,33.54,106.05
35149,49,2026-06-25 12:00:00,34.33,102.0
35150,49,2026-06-25 13:00:00,34.83,105.94
35151,49,2026-06-25 14:00:00,35.0,103.69
35152,49,2026-06-25 15:00:00,34.83,104.6
35153,49,2026-06-25 16:00:00,34.33,102.53
35154,49,2026-06-25 17:00:00,33.54,101.4
35155,49,2026-06-25 18:00:00,32.5,83.84
35156,49,2026-06-25 19:00:00,31.29,81.57
35157,49,2026-06-25 20:00:00,30.0,80.83
35158,49,2026-06-25 21:00:00,28.71,78.73
35159,49,2026-06-25 22:00:00,27.5,77.12
35160,49,2026-06-25 23:00:00,26.46,74.58
35161,49,2026-06-26 00:00:00,25.67,73.05
35162,49,2026-06-26 01:00:00,25.17,72.43
35163,49,2026-06-26 02:00:00,25.0,72.31
35164,49,2026-06-26 03:00:00,25.17,70.84
35165,49,2026-06-26 04:00:00,25.67,73.62
35166,49,2026-06-26 05:00:00,26.46,76.13
35167,49,2026-06-26 06:00:00,27.5,76.68
35168,49,2026-06-26 07:00:00,28.71,79.39
35169,49,2026-06-26 08:00:00,30.0,79.13
35170,49,2026-06-26 09:00:00,31.29,100.11
35171,49,2026-06-26 10:00:00,32.5,102.83
35172,49,2026-06-26 11:00:00,33.54,104.73
35173,49,2026-06-26 12:00:00,34.33,105.58
35174,49,2026-06-26 13:00:00,34.83,107.86
35175,49,2026-06-26 14:00:00,35.0,105.9
35176,49,2026-06-26 15:00:00,34.83,102.93
35177,49,2026-06-26 16:00:00,34.33,104.14
35178,49,2026-06-26 17:00:00,33.54,101.16
35179,49,2026-06-26 18:00:00,32.5,84.62
35180,49,2026-06-26 19:00:00,31.29,81.89
35181,49,2026-06-26 20:00:00,30.0,80.44
35182,49,2026-06-26 21:00:00,28.71,79.3
35183,49,2026-06-26 22:00:00,27.5,74.07
35184,49,2026-06-26 23:00:00,26.46,74.14
35185,49,2026-06-27 00:00:00,25.67,72.81
35186,49,2026-06-27 01:00:00,25.17,73.3
35187,49,2026-06-27 02:00:00,25.0,72.1
35188,49,2026-06-27 03:00:00,25.17,70.83
35189,49,2026-06-27 04:00:00,25.67,72.17
35190,49,2026-06-27 05:00:00,26.46,74.16
35191,49,2026-06-27 06:00:00,27.5,77.43
35192,49,2026-06-27 07:00:00,28.71,79.59
35193,49,2026-06-27 08:00:00,30.0,79.52
35194,49,2026-06-27 09:00:00,31.29,100.92
35195,49,2026-06-27 10:00:00,32.5,101.89
35196,49,2026-06-27 11:00:00,33.54,101.54
35197,49,2026-06-27 12:00:00,34.33,104.06
35198,49,2026-06-27 13:00:00,34.83,105.14
35199,49,2026-06-27 14:00:00,35.0,102.51
35200,49,2026-06-27 15:00:00,34.83,106.64
35201,49,2026-06-27 16:00:00,34.33,100.59
35202,49,2026-06-27 17:00:00,33.54,102.07
35203,49,2026-06-27 18:00:00,32.5,82.07
35204,49,2026-06-27 19:00:00,31.29,81.81
35205,49,2026-06-27 20:00:00,30.0,78.72
35206,49,2026-06-27 21:00:00,28.71,78.0
35207,49,2026-06-27 22:00:00,27.5,76.57
35208,49,2026-06-27 23:00:00,26.46,73.99
35209,49,2026-06-28 00:00:00,25.67,74.86
35210,49,2026-06-28 01:00:00,25.17,72.06
35211,49,2026-06-28 02:00:00,25.0,71.11
35212,49,2026-06-28 03:00:00,25.17,73.33
35213,49,2026-06-28 04:00:00,25.67,73.16
35214,49,2026-06-28 05:00:00,26.46,75.54
35215,49,2026-06-28 06:00:00,27.5,76.46
35216,49,2026-06-28 07:00:00,28.71,77.23
35217,49,2026-06-28 08:00:00,30.0,81.98
35218,49,2026-06-28 09:00:00,31.29,100.09
35219,49,2026-06-28 10:00:00,32.5,103.71
35220,49,2026-06-28 11:00:00,33.54,104.31
35221,49,2026-06-28 12:00:00,34.33,103.63
35222,49,2026-06-28 13:00:00,34.83,106.94
35223,49,2026-06-28 14:00:00,35.0,105.51
35224,49,2026-06-28 15:00:00,34.83,103.61
35225,49,2026-06-28 16:00:00,34.33,102.87
35226,49,2026-06-28 17:00:00,33.54,103.05
35227,49,2026-06-28 18:00:00,32.5,82.99
35228,49,2026-06-28 19:00:00,31.29,81.82
35229,49,2026-06-28 20:00:00,30.0,78.94
35230,49,2026-06-28 21:00:00,28.71,79.4
35231,49,2026-06-28 22:00:00,27.5,77.31
35232,49,2026-06-28 23:00:00,26.46,75.62
35233,49,2026-06-29 00:00:00,25.67,73.98
35234,49,2026-06-29 01:00:00,25.17,72.04
35235,49,2026-06-29 02:00:00,25.0,73.03
35236,49,2026-06-29 03:00:00,25.17,72.95
35237,49,2026-06-29 04:00:00,25.67,72.57
35238,49,2026-06-29 05:00:00,26.46,73.73
35239,49,2026-06-29 06:00:00,27.5,76.16
35240,49,2026-06-29 07:00:00,28.71,78.64
35241,49,2026-06-29 08:00:00,30.0,80.12
35242,49,2026-06-29 09:00:00,31.29,98.22
35243,49,2026-06-29 10:00:00,32.5,103.46
35244,49,2026-06-29 11:00:00,33.54,104.16
35245,49,2026-06-29 12:00:00,34.33,104.69
35246,49,2026-06-29 13:00:00,34.83,105.83
35247,49,2026-06-29 14:00:00,35.0,106.05
35248,49,2026-06-29 15:00:00,34.83,107.86
35249,49,2026-06-29 16:00:00,34.33,100.5
35250,49,2026-06-29 17:00:00,33.54,102.67
35251,49,2026-06-29 18:00:00,32.5,84.08
35252,49,2026-06-29 19:00:00,31.29,81.3
35253,49,2026-06-29 20:00:00,30.0,81.3
35254,49,2026-06-29 21:00:00,28.71,78.84
35255,49,2026-06-29 22:00:00,27.5,75.31
35256,49,2026-06-29 23:00:00,26.46,75.93
35257,49,2026-06-30 00:00:00,25.67,75.09
35258,49,2026-06-30 01:00:00,25.17,72.32
35259,49,2026-06-30 02:00:00,25.0,72.16
35260,49,2026-06-30 03:00:00,25.17,72.42
35261,49,2026-06-30 04:00:00,25.67,73.41
35262,49,2026-06-30 05:00:00,26.46,73.51
35263,49,2026-06-30 06:00:00,27.5,75.37
35264,49,2026-06-30 07:00:00,28.71,77.63
35265,49,2026-06-30 08:00:00,30.0,81.2
35266,49,2026-06-30 09:00:00,31.29,100.05
35267,49,2026-06-30 10:00:00,32.5,99.81
35268,49,2026-06-30 11:00:00,33.54,105.5
35269,49,2026-06-30 12:00:00,34.33,106.22
35270,49,2026-06-30 13:00:00,34.83,105.01
35271,49,2026-06-30 14:00:00,35.0,104.08
35272,49,2026-06-30 15:00:00,34.83,105.86
35273,49,2026-06-30 16:00:00,34.33,103.55
35274,49,2026-06-30 17:00:00,33.54,101.58
35275,49,2026-06-30 18:00:00,32.5,84.45
35276,49,2026-06-30 19:00:00,31.29,82.25
35277,49,2026-06-30 20:00:00,30.0,78.42
35278,49,2026-06-30 21:00:00,28.71,77.46
35279,49,2026-06-30 22:00:00,27.5,76.43
35280,49,2026-06-30 23:00:00,26.46,74.43
35281,50,2026-06-01 00:00:00,25.67,38.67
35282,50,2026-06-01 01:00:00,25.17,37.11
35283,50,2026-06-01 02:00:00,25.0,37.78
35284,50,2026-06-01 03:00:00,25.17,37.38
35285,50,2026-06-01 04:00:00,25.67,38.54
35286,50,2026-06-01 05:00:00,26.46,39.96
35287,50,2026-06-01 06:00:00,27.5,42.34
35288,50,2026-06-01 07:00:00,28.71,44.55
35289,50,2026-06-01 08:00:00,30.0,46.51
35290,50,2026-06-01 09:00:00,31.29,59.11
35291,50,2026-06-01 10:00:00,32.5,60.21
35292,50,2026-06-01 11:00:00,33.54,61.6
35293,50,2026-06-01 12:00:00,34.33,62.17
35294,50,2026-06-01 13:00:00,34.83,63.89
35295,50,2026-06-01 14:00:00,35.0,65.33
35296,50,2026-06-01 15:00:00,34.83,61.22
35297,50,2026-06-01 16:00:00,34.33,64.08
35298,50,2026-06-01 17:00:00,33.54,65.36
35299,50,2026-06-01 18:00:00,32.5,51.46
35300,50,2026-06-01 19:00:00,31.29,47.82
35301,50,2026-06-01 20:00:00,30.0,46.21
35302,50,2026-06-01 21:00:00,28.71,43.85
35303,50,2026-06-01 22:00:00,27.5,41.83
35304,50,2026-06-01 23:00:00,26.46,39.17
35305,50,2026-06-02 00:00:00,25.67,39.02
35306,50,2026-06-02 01:00:00,25.17,37.32
35307,50,2026-06-02 02:00:00,25.0,37.22
35308,50,2026-06-02 03:00:00,25.17,37.77
35309,50,2026-06-02 04:00:00,25.67,39.57
35310,50,2026-06-02 05:00:00,26.46,39.99
35311,50,2026-06-02 06:00:00,27.5,42.69
35312,50,2026-06-02 07:00:00,28.71,44.93
35313,50,2026-06-02 08:00:00,30.0,47.49
35314,50,2026-06-02 09:00:00,31.29,59.2
35315,50,2026-06-02 10:00:00,32.5,61.59
35316,50,2026-06-02 11:00:00,33.54,63.33
35317,50,2026-06-02 12:00:00,34.33,64.48
35318,50,2026-06-02 13:00:00,34.83,66.37
35319,50,2026-06-02 14:00:00,35.0,65.69
35320,50,2026-06-02 15:00:00,34.83,64.22
35321,50,2026-06-02 16:00:00,34.33,61.58
35322,50,2026-06-02 17:00:00,33.54,61.46
35323,50,2026-06-02 18:00:00,32.5,50.74
35324,50,2026-06-02 19:00:00,31.29,48.81
35325,50,2026-06-02 20:00:00,30.0,47.77
35326,50,2026-06-02 21:00:00,28.71,44.21
35327,50,2026-06-02 22:00:00,27.5,41.52
35328,50,2026-06-02 23:00:00,26.46,40.09
35329,50,2026-06-03 00:00:00,25.67,38.67
35330,50,2026-06-03 01:00:00,25.17,37.43
35331,50,2026-06-03 02:00:00,25.0,36.55
35332,50,2026-06-03 03:00:00,25.17,37.94
35333,50,2026-06-03 04:00:00,25.67,39.15
35334,50,2026-06-03 05:00:00,26.46,39.73
35335,50,2026-06-03 06:00:00,27.5,42.42
35336,50,2026-06-03 07:00:00,28.71,44.7
35337,50,2026-06-03 08:00:00,30.0,47.02
35338,50,2026-06-03 09:00:00,31.29,58.15
35339,50,2026-06-03 10:00:00,32.5,58.96
35340,50,2026-06-03 11:00:00,33.54,63.68
35341,50,2026-06-03 12:00:00,34.33,62.34
35342,50,2026-06-03 13:00:00,34.83,62.7
35343,50,2026-06-03 14:00:00,35.0,64.27
35344,50,2026-06-03 15:00:00,34.83,61.84
35345,50,2026-06-03 16:00:00,34.33,63.24
35346,50,2026-06-03 17:00:00,33.54,61.55
35347,50,2026-06-03 18:00:00,32.5,51.63
35348,50,2026-06-03 19:00:00,31.29,47.92
35349,50,2026-06-03 20:00:00,30.0,46.33
35350,50,2026-06-03 21:00:00,28.71,44.52
35351,50,2026-06-03 22:00:00,27.5,42.13
35352,50,2026-06-03 23:00:00,26.46,39.92
35353,50,2026-06-04 00:00:00,25.67,37.6
35354,50,2026-06-04 01:00:00,25.17,37.91
35355,50,2026-06-04 02:00:00,25.0,37.86
35356,50,2026-06-04 03:00:00,25.17,36.94
35357,50,2026-06-04 04:00:00,25.67,39.0
35358,50,2026-06-04 05:00:00,26.46,39.32
35359,50,2026-06-04 06:00:00,27.5,42.06
35360,50,2026-06-04 07:00:00,28.71,44.91
35361,50,2026-06-04 08:00:00,30.0,47.46
35362,50,2026-06-04 09:00:00,31.29,61.09
35363,50,2026-06-04 10:00:00,32.5,62.32
35364,50,2026-06-04 11:00:00,33.54,63.02
35365,50,2026-06-04 12:00:00,34.33,66.04
35366,50,2026-06-04 13:00:00,34.83,64.62
35367,50,2026-06-04 14:00:00,35.0,64.03
35368,50,2026-06-04 15:00:00,34.83,63.12
35369,50,2026-06-04 16:00:00,34.33,61.24
35370,50,2026-06-04 17:00:00,33.54,61.22
35371,50,2026-06-04 18:00:00,32.5,51.69
35372,50,2026-06-04 19:00:00,31.29,49.44
35373,50,2026-06-04 20:00:00,30.0,46.79
35374,50,2026-06-04 21:00:00,28.71,43.68
35375,50,2026-06-04 22:00:00,27.5,41.24
35376,50,2026-06-04 23:00:00,26.46,40.59
35377,50,2026-06-05 00:00:00,25.67,38.71
35378,50,2026-06-05 01:00:00,25.17,36.86
35379,50,2026-06-05 02:00:00,25.0,37.17
35380,50,2026-06-05 03:00:00,25.17,36.82
35381,50,2026-06-05 04:00:00,25.67,38.51
35382,50,2026-06-05 05:00:00,26.46,39.94
35383,50,2026-06-05 06:00:00,27.5,43.71
35384,50,2026-06-05 07:00:00,28.71,44.99
35385,50,2026-06-05 08:00:00,30.0,46.47
35386,50,2026-06-05 09:00:00,31.29,60.18
35387,50,2026-06-05 10:00:00,32.5,63.71
35388,50,2026-06-05 11:00:00,33.54,62.29
35389,50,2026-06-05 12:00:00,34.33,64.66
35390,50,2026-06-05 13:00:00,34.83,63.16
35391,50,2026-06-05 14:00:00,35.0,62.51
35392,50,2026-06-05 15:00:00,34.83,63.24
35393,50,2026-06-05 16:00:00,34.33,63.99
35394,50,2026-06-05 17:00:00,33.54,59.92
35395,50,2026-06-05 18:00:00,32.5,51.67
35396,50,2026-06-05 19:00:00,31.29,48.85
35397,50,2026-06-05 20:00:00,30.0,46.57
35398,50,2026-06-05 21:00:00,28.71,44.33
35399,50,2026-06-05 22:00:00,27.5,40.95
35400,50,2026-06-05 23:00:00,26.46,39.89
35401,50,2026-06-06 00:00:00,25.67,38.02
35402,50,2026-06-06 01:00:00,25.17,38.43
35403,50,2026-06-06 02:00:00,25.0,37.3
35404,50,2026-06-06 03:00:00,25.17,36.73
35405,50,2026-06-06 04:00:00,25.67,38.66
35406,50,2026-06-06 05:00:00,26.46,40.43
35407,50,2026-06-06 06:00:00,27.5,42.22
35408,50,2026-06-06 07:00:00,28.71,44.87
35409,50,2026-06-06 08:00:00,30.0,46.75
35410,50,2026-06-06 09:00:00,31.29,60.02
35411,50,2026-06-06 10:00:00,32.5,59.77
35412,50,2026-06-06 11:00:00,33.54,62.34
35413,50,2026-06-06 12:00:00,34.33,63.49
35414,50,2026-06-06 13:00:00,34.83,65.66
35415,50,2026-06-06 14:00:00,35.0,65.72
35416,50,2026-06-06 15:00:00,34.83,65.21
35417,50,2026-06-06 16:00:00,34.33,63.22
35418,50,2026-06-06 17:00:00,33.54,64.21
35419,50,2026-06-06 18:00:00,32.5,51.89
35420,50,2026-06-06 19:00:00,31.29,49.36
35421,50,2026-06-06 20:00:00,30.0,46.67
35422,50,2026-06-06 21:00:00,28.71,43.88
35423,50,2026-06-06 22:00:00,27.5,42.03
35424,50,2026-06-06 23:00:00,26.46,40.59
35425,50,2026-06-07 00:00:00,25.67,38.59
35426,50,2026-06-07 01:00:00,25.17,36.11
35427,50,2026-06-07 02:00:00,25.0,37.15
35428,50,2026-06-07 03:00:00,25.17,37.02
35429,50,2026-06-07 04:00:00,25.67,38.77
35430,50,2026-06-07 05:00:00,26.46,40.43
35431,50,2026-06-07 06:00:00,27.5,41.93
35432,50,2026-06-07 07:00:00,28.71,45.74
35433,50,2026-06-07 08:00:00,30.0,48.42
35434,50,2026-06-07 09:00:00,31.29,57.44
35435,50,2026-06-07 10:00:00,32.5,62.65
35436,50,2026-06-07 11:00:00,33.54,60.55
